V1,V2,p
"MH102403.1 Ailuropoda melanoleuca (Giant panda)","MG066703.1 Ursus arctos pruinosus",0.927773
"MH102403.1 Ailuropoda melanoleuca (Giant panda)","KX641337.1 Ursus spelaeus (Cave bear)",0.93383
"MH102403.1 Ailuropoda melanoleuca (Giant panda)","NC_030174.1 Arctotherium sp.",0.933675
"MH102403.1 Ailuropoda melanoleuca (Giant panda)","AB863014.1 Ursus thibetanus japonicus (Japanese black bear)",0.935228
"MH102403.1 Ailuropoda melanoleuca (Giant panda)","KM257060.1 Ursus americanus (American black bear)",0.933986
"MH102403.1 Ailuropoda melanoleuca (Giant panda)","KF437625.2 Ursus deningeri (Deninger's bear)",0.931034
"MH102403.1 Ailuropoda melanoleuca (Giant panda)","EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)",0.934607
"MH102403.1 Ailuropoda melanoleuca (Giant panda)","NC_011118.1 Ursus thibetanus thibetanus",0.93383
"MH102403.1 Ailuropoda melanoleuca (Giant panda)","NC_011116.1 Arctodus simus (Giant short-faced bear)",0.934452
"MH102403.1 Ailuropoda melanoleuca (Giant panda)","FM177765.1 Helarctos malayanus (Malayan sun bear)",0.93218
"MH102403.1 Ailuropoda melanoleuca (Giant panda)","NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)",0.935228
"MH102403.1 Ailuropoda melanoleuca (Giant panda)","NC_008753.1 Ursus thibetanus mupinensis",0.934762
"MG066703.1 Ursus arctos pruinosus","KX641337.1 Ursus spelaeus (Cave bear)",0.977343
"MG066703.1 Ursus arctos pruinosus","NC_030174.1 Arctotherium sp.",0.941752
"MG066703.1 Ursus arctos pruinosus","AB863014.1 Ursus thibetanus japonicus (Japanese black bear)",0.962255
"MG066703.1 Ursus arctos pruinosus","KM257060.1 Ursus americanus (American black bear)",0.961204
"MG066703.1 Ursus arctos pruinosus","KF437625.2 Ursus deningeri (Deninger's bear)",0.977809
"MG066703.1 Ursus arctos pruinosus","EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)",0.963032
"MG066703.1 Ursus arctos pruinosus","NC_011118.1 Ursus thibetanus thibetanus",0.963187
"MG066703.1 Ursus arctos pruinosus","NC_011116.1 Arctodus simus (Giant short-faced bear)",0.940665
"MG066703.1 Ursus arctos pruinosus","FM177765.1 Helarctos malayanus (Malayan sun bear)",0.961179
"MG066703.1 Ursus arctos pruinosus","NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)",0.963343
"MG066703.1 Ursus arctos pruinosus","NC_008753.1 Ursus thibetanus mupinensis",0.963998
"KX641337.1 Ursus spelaeus (Cave bear)","NC_030174.1 Arctotherium sp.",0.945791
"KX641337.1 Ursus spelaeus (Cave bear)","AB863014.1 Ursus thibetanus japonicus (Japanese black bear)",0.961945
"KX641337.1 Ursus spelaeus (Cave bear)","KM257060.1 Ursus americanus (American black bear)",0.960894
"KX641337.1 Ursus spelaeus (Cave bear)","KF437625.2 Ursus deningeri (Deninger's bear)",0.993637
"KX641337.1 Ursus spelaeus (Cave bear)","EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)",0.962721
"KX641337.1 Ursus spelaeus (Cave bear)","NC_011118.1 Ursus thibetanus thibetanus",0.962877
"KX641337.1 Ursus spelaeus (Cave bear)","NC_011116.1 Arctodus simus (Giant short-faced bear)",0.94315
"KX641337.1 Ursus spelaeus (Cave bear)","FM177765.1 Helarctos malayanus (Malayan sun bear)",0.960711
"KX641337.1 Ursus spelaeus (Cave bear)","NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)",0.963653
"KX641337.1 Ursus spelaeus (Cave bear)","NC_008753.1 Ursus thibetanus mupinensis",0.96198
"NC_030174.1 Arctotherium sp.","AB863014.1 Ursus thibetanus japonicus (Japanese black bear)",0.945169
"NC_030174.1 Arctotherium sp.","KM257060.1 Ursus americanus (American black bear)",0.946723
"NC_030174.1 Arctotherium sp.","KF437625.2 Ursus deningeri (Deninger's bear)",0.944237
"NC_030174.1 Arctotherium sp.","EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)",0.94548
"NC_030174.1 Arctotherium sp.","NC_011118.1 Ursus thibetanus thibetanus",0.944859
"NC_030174.1 Arctotherium sp.","NC_011116.1 Arctodus simus (Giant short-faced bear)",0.962411
"NC_030174.1 Arctotherium sp.","FM177765.1 Helarctos malayanus (Malayan sun bear)",0.947926
"NC_030174.1 Arctotherium sp.","NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)",0.945325
"NC_030174.1 Arctotherium sp.","NC_008753.1 Ursus thibetanus mupinensis",0.944859
"AB863014.1 Ursus thibetanus japonicus (Japanese black bear)","KM257060.1 Ursus americanus (American black bear)",0.965207
"AB863014.1 Ursus thibetanus japonicus (Japanese black bear)","KF437625.2 Ursus deningeri (Deninger's bear)",0.962255
"AB863014.1 Ursus thibetanus japonicus (Japanese black bear)","EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)",0.983535
"AB863014.1 Ursus thibetanus japonicus (Japanese black bear)","NC_011118.1 Ursus thibetanus thibetanus",0.984001
"AB863014.1 Ursus thibetanus japonicus (Japanese black bear)","NC_011116.1 Arctodus simus (Giant short-faced bear)",0.942373
"AB863014.1 Ursus thibetanus japonicus (Japanese black bear)","FM177765.1 Helarctos malayanus (Malayan sun bear)",0.964453
"AB863014.1 Ursus thibetanus japonicus (Japanese black bear)","NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)",0.985399
"AB863014.1 Ursus thibetanus japonicus (Japanese black bear)","NC_008753.1 Ursus thibetanus mupinensis",0.981361
"KM257060.1 Ursus americanus (American black bear)","KF437625.2 Ursus deningeri (Deninger's bear)",0.961515
"KM257060.1 Ursus americanus (American black bear)","EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)",0.968934
"KM257060.1 Ursus americanus (American black bear)","NC_011118.1 Ursus thibetanus thibetanus",0.968468
"KM257060.1 Ursus americanus (American black bear)","NC_011116.1 Arctodus simus (Giant short-faced bear)",0.946723
"KM257060.1 Ursus americanus (American black bear)","FM177765.1 Helarctos malayanus (Malayan sun bear)",0.964453
"KM257060.1 Ursus americanus (American black bear)","NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)",0.969711
"KM257060.1 Ursus americanus (American black bear)","NC_008753.1 Ursus thibetanus mupinensis",0.969429
"KF437625.2 Ursus deningeri (Deninger's bear)","EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)",0.963343
"KF437625.2 Ursus deningeri (Deninger's bear)","NC_011118.1 Ursus thibetanus thibetanus",0.963498
"KF437625.2 Ursus deningeri (Deninger's bear)","NC_011116.1 Arctodus simus (Giant short-faced bear)",0.940354
"KF437625.2 Ursus deningeri (Deninger's bear)","FM177765.1 Helarctos malayanus (Malayan sun bear)",0.959152
"KF437625.2 Ursus deningeri (Deninger's bear)","NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)",0.964275
"KF437625.2 Ursus deningeri (Deninger's bear)","NC_008753.1 Ursus thibetanus mupinensis",0.962601
"EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)","NC_011118.1 Ursus thibetanus thibetanus",0.997359
"EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)","NC_011116.1 Arctodus simus (Giant short-faced bear)",0.945014
"EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)","FM177765.1 Helarctos malayanus (Malayan sun bear)",0.965076
"EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)","NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)",0.996272
"EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)","NC_008753.1 Ursus thibetanus mupinensis",0.994719
"NC_011118.1 Ursus thibetanus thibetanus","NC_011116.1 Arctodus simus (Giant short-faced bear)",0.945325
"NC_011118.1 Ursus thibetanus thibetanus","FM177765.1 Helarctos malayanus (Malayan sun bear)",0.965076
"NC_011118.1 Ursus thibetanus thibetanus","NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)",0.997359
"NC_011118.1 Ursus thibetanus thibetanus","NC_008753.1 Ursus thibetanus mupinensis",0.993321
"NC_011116.1 Arctodus simus (Giant short-faced bear)","FM177765.1 Helarctos malayanus (Malayan sun bear)",0.945744
"NC_011116.1 Arctodus simus (Giant short-faced bear)","NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)",0.945169
"NC_011116.1 Arctodus simus (Giant short-faced bear)","NC_008753.1 Ursus thibetanus mupinensis",0.947189
"FM177765.1 Helarctos malayanus (Malayan sun bear)","NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)",0.965856
"FM177765.1 Helarctos malayanus (Malayan sun bear)","NC_008753.1 Ursus thibetanus mupinensis",0.964765
"NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)","NC_008753.1 Ursus thibetanus mupinensis",0.992855
