V1,V2,p
"NC_032375.1 Tamias striatus (Eastern chipmunk)","NC_031210.1 Callospermophilus lateralis (Golden-mantled ground squirrel)",0.928906
"NC_032375.1 Tamias striatus (Eastern chipmunk)","NC_031209.1 Urocitellus richardsonii (Richardson's ground squirrel)",0.93921
"NC_032375.1 Tamias striatus (Eastern chipmunk)","NC_027278.1 Ictidomys tridecemlineatus (Thirteen-lined ground squirrel)",0.937442
"NC_032375.1 Tamias striatus (Eastern chipmunk)","NC_026706.1 Cynomys ludovicianus (Black-tailed prairie dog)",0.935634
"NC_032375.1 Tamias striatus (Eastern chipmunk)","NC_026705.1 Cynomys leucurus (White-tailed prairie dog)",0.933302
"NC_032375.1 Tamias striatus (Eastern chipmunk)","NC_025277.1 Tamias sibiricus (Siberian chipmunk)",0.953825
"NC_032373.1 Tamias dorsalis (Cliff chipmunk)","NC_032372.1 Tamias canipes (Gray-footed chipmunk)",0.98062
"NC_032373.1 Tamias dorsalis (Cliff chipmunk)","NC_032371.1 Tamias rufus (Hopi chipmunk)",0.989767
"NC_032373.1 Tamias dorsalis (Cliff chipmunk)","NC_032370.1 Tamias quadrivittatus (Colorado chipmunk)",0.990525
"NC_032373.1 Tamias dorsalis (Cliff chipmunk)","NC_032376.1 Tamias umbrinus (Uinta chipmunk)",0.988837
"NC_032373.1 Tamias dorsalis (Cliff chipmunk)","NC_032374.1 Tamias cinereicollis (Gray-collared chipmunk)",0.99907
"NC_032373.1 Tamias dorsalis (Cliff chipmunk)","KY070177.1 Tamias ruficaudus simulans",0.980465
"NC_032373.1 Tamias dorsalis (Cliff chipmunk)","KY070171.1 Tamias amoenus canicaudus",0.979907
"NC_032373.1 Tamias dorsalis (Cliff chipmunk)","KY070168.1 Tamias ruficaudus ruficaudus",0.98124
"NC_032373.1 Tamias dorsalis (Cliff chipmunk)","KY070157.1 Tamias amoenus luteiventris",0.9786
"NC_032373.1 Tamias dorsalis (Cliff chipmunk)","NC_031210.1 Callospermophilus lateralis (Golden-mantled ground squirrel)",0.931244
"NC_032373.1 Tamias dorsalis (Cliff chipmunk)","NC_031209.1 Urocitellus richardsonii (Richardson's ground squirrel)",0.93653
"NC_032373.1 Tamias dorsalis (Cliff chipmunk)","NC_027278.1 Ictidomys tridecemlineatus (Thirteen-lined ground squirrel)",0.936197
"NC_032373.1 Tamias dorsalis (Cliff chipmunk)","NC_026706.1 Cynomys ludovicianus (Black-tailed prairie dog)",0.932558
"NC_032373.1 Tamias dorsalis (Cliff chipmunk)","NC_026705.1 Cynomys leucurus (White-tailed prairie dog)",0.933302
"NC_032373.1 Tamias dorsalis (Cliff chipmunk)","NC_025277.1 Tamias sibiricus (Siberian chipmunk)",0.944548
"NC_032372.1 Tamias canipes (Gray-footed chipmunk)","NC_032371.1 Tamias rufus (Hopi chipmunk)",0.985581
"NC_032372.1 Tamias canipes (Gray-footed chipmunk)","NC_032370.1 Tamias quadrivittatus (Colorado chipmunk)",0.981982
"NC_032372.1 Tamias canipes (Gray-footed chipmunk)","NC_032376.1 Tamias umbrinus (Uinta chipmunk)",0.984031
"NC_032372.1 Tamias canipes (Gray-footed chipmunk)","NC_032374.1 Tamias cinereicollis (Gray-collared chipmunk)",0.98031
"NC_032372.1 Tamias canipes (Gray-footed chipmunk)","KY070177.1 Tamias ruficaudus simulans",0.980465
"NC_032372.1 Tamias canipes (Gray-footed chipmunk)","KY070171.1 Tamias amoenus canicaudus",0.980062
"NC_032372.1 Tamias canipes (Gray-footed chipmunk)","KY070168.1 Tamias ruficaudus ruficaudus",0.983101
"NC_032372.1 Tamias canipes (Gray-footed chipmunk)","KY070157.1 Tamias amoenus luteiventris",0.978757
"NC_032372.1 Tamias canipes (Gray-footed chipmunk)","NC_031210.1 Callospermophilus lateralis (Golden-mantled ground squirrel)",0.9314
"NC_032372.1 Tamias canipes (Gray-footed chipmunk)","NC_031209.1 Urocitellus richardsonii (Richardson's ground squirrel)",0.938858
"NC_032372.1 Tamias canipes (Gray-footed chipmunk)","NC_027278.1 Ictidomys tridecemlineatus (Thirteen-lined ground squirrel)",0.936664
"NC_032372.1 Tamias canipes (Gray-footed chipmunk)","NC_026706.1 Cynomys ludovicianus (Black-tailed prairie dog)",0.932713
"NC_032372.1 Tamias canipes (Gray-footed chipmunk)","NC_026705.1 Cynomys leucurus (White-tailed prairie dog)",0.933769
"NC_032372.1 Tamias canipes (Gray-footed chipmunk)","NC_025277.1 Tamias sibiricus (Siberian chipmunk)",0.944859
"NC_032371.1 Tamias rufus (Hopi chipmunk)","NC_032370.1 Tamias quadrivittatus (Colorado chipmunk)",0.990214
"NC_032371.1 Tamias rufus (Hopi chipmunk)","NC_032376.1 Tamias umbrinus (Uinta chipmunk)",0.992868
"NC_032371.1 Tamias rufus (Hopi chipmunk)","NC_032374.1 Tamias cinereicollis (Gray-collared chipmunk)",0.989457
"NC_032371.1 Tamias rufus (Hopi chipmunk)","KY070177.1 Tamias ruficaudus simulans",0.982326
"NC_032371.1 Tamias rufus (Hopi chipmunk)","KY070171.1 Tamias amoenus canicaudus",0.982399
"NC_032371.1 Tamias rufus (Hopi chipmunk)","KY070168.1 Tamias ruficaudus ruficaudus",0.984186
"NC_032371.1 Tamias rufus (Hopi chipmunk)","KY070157.1 Tamias amoenus luteiventris",0.9786
"NC_032371.1 Tamias rufus (Hopi chipmunk)","NC_031210.1 Callospermophilus lateralis (Golden-mantled ground squirrel)",0.930776
"NC_032371.1 Tamias rufus (Hopi chipmunk)","NC_031209.1 Urocitellus richardsonii (Richardson's ground squirrel)",0.938392
"NC_032371.1 Tamias rufus (Hopi chipmunk)","NC_027278.1 Ictidomys tridecemlineatus (Thirteen-lined ground squirrel)",0.936352
"NC_032371.1 Tamias rufus (Hopi chipmunk)","NC_026706.1 Cynomys ludovicianus (Black-tailed prairie dog)",0.933798
"NC_032371.1 Tamias rufus (Hopi chipmunk)","NC_026705.1 Cynomys leucurus (White-tailed prairie dog)",0.933924
"NC_032371.1 Tamias rufus (Hopi chipmunk)","NC_025277.1 Tamias sibiricus (Siberian chipmunk)",0.946878
"NC_032370.1 Tamias quadrivittatus (Colorado chipmunk)","NC_032376.1 Tamias umbrinus (Uinta chipmunk)",0.99068
"NC_032370.1 Tamias quadrivittatus (Colorado chipmunk)","NC_032374.1 Tamias cinereicollis (Gray-collared chipmunk)",0.990214
"NC_032370.1 Tamias quadrivittatus (Colorado chipmunk)","KY070177.1 Tamias ruficaudus simulans",0.98105
"NC_032370.1 Tamias quadrivittatus (Colorado chipmunk)","KY070171.1 Tamias amoenus canicaudus",0.979751
"NC_032370.1 Tamias quadrivittatus (Colorado chipmunk)","KY070168.1 Tamias ruficaudus ruficaudus",0.982448
"NC_032370.1 Tamias quadrivittatus (Colorado chipmunk)","KY070157.1 Tamias amoenus luteiventris",0.976257
"NC_032370.1 Tamias quadrivittatus (Colorado chipmunk)","NC_031210.1 Callospermophilus lateralis (Golden-mantled ground squirrel)",0.931244
"NC_032370.1 Tamias quadrivittatus (Colorado chipmunk)","NC_031209.1 Urocitellus richardsonii (Richardson's ground squirrel)",0.937403
"NC_032370.1 Tamias quadrivittatus (Colorado chipmunk)","NC_027278.1 Ictidomys tridecemlineatus (Thirteen-lined ground squirrel)",0.937442
"NC_032370.1 Tamias quadrivittatus (Colorado chipmunk)","NC_026706.1 Cynomys ludovicianus (Black-tailed prairie dog)",0.933364
"NC_032370.1 Tamias quadrivittatus (Colorado chipmunk)","NC_026705.1 Cynomys leucurus (White-tailed prairie dog)",0.934701
"NC_032370.1 Tamias quadrivittatus (Colorado chipmunk)","NC_025277.1 Tamias sibiricus (Siberian chipmunk)",0.942373
"NC_032376.1 Tamias umbrinus (Uinta chipmunk)","NC_032374.1 Tamias cinereicollis (Gray-collared chipmunk)",0.988527
"NC_032376.1 Tamias umbrinus (Uinta chipmunk)","KY070177.1 Tamias ruficaudus simulans",0.982636
"NC_032376.1 Tamias umbrinus (Uinta chipmunk)","KY070171.1 Tamias amoenus canicaudus",0.98271
"NC_032376.1 Tamias umbrinus (Uinta chipmunk)","KY070168.1 Tamias ruficaudus ruficaudus",0.983411
"NC_032376.1 Tamias umbrinus (Uinta chipmunk)","KY070157.1 Tamias amoenus luteiventris",0.977976
"NC_032376.1 Tamias umbrinus (Uinta chipmunk)","NC_031210.1 Callospermophilus lateralis (Golden-mantled ground squirrel)",0.931088
"NC_032376.1 Tamias umbrinus (Uinta chipmunk)","NC_031209.1 Urocitellus richardsonii (Richardson's ground squirrel)",0.937616
"NC_032376.1 Tamias umbrinus (Uinta chipmunk)","NC_027278.1 Ictidomys tridecemlineatus (Thirteen-lined ground squirrel)",0.937753
"NC_032376.1 Tamias umbrinus (Uinta chipmunk)","NC_026706.1 Cynomys ludovicianus (Black-tailed prairie dog)",0.933488
"NC_032376.1 Tamias umbrinus (Uinta chipmunk)","NC_026705.1 Cynomys leucurus (White-tailed prairie dog)",0.933458
"NC_032376.1 Tamias umbrinus (Uinta chipmunk)","NC_025277.1 Tamias sibiricus (Siberian chipmunk)",0.94548
"NC_032374.1 Tamias cinereicollis (Gray-collared chipmunk)","KY070177.1 Tamias ruficaudus simulans",0.979535
"NC_032374.1 Tamias cinereicollis (Gray-collared chipmunk)","KY070171.1 Tamias amoenus canicaudus",0.978972
"NC_032374.1 Tamias cinereicollis (Gray-collared chipmunk)","KY070168.1 Tamias ruficaudus ruficaudus",0.98031
"NC_032374.1 Tamias cinereicollis (Gray-collared chipmunk)","KY070157.1 Tamias amoenus luteiventris",0.978288
"NC_032374.1 Tamias cinereicollis (Gray-collared chipmunk)","NC_031210.1 Callospermophilus lateralis (Golden-mantled ground squirrel)",0.930932
"NC_032374.1 Tamias cinereicollis (Gray-collared chipmunk)","NC_031209.1 Urocitellus richardsonii (Richardson's ground squirrel)",0.935909
"NC_032374.1 Tamias cinereicollis (Gray-collared chipmunk)","NC_027278.1 Ictidomys tridecemlineatus (Thirteen-lined ground squirrel)",0.935574
"NC_032374.1 Tamias cinereicollis (Gray-collared chipmunk)","NC_026706.1 Cynomys ludovicianus (Black-tailed prairie dog)",0.931938
"NC_032374.1 Tamias cinereicollis (Gray-collared chipmunk)","NC_026705.1 Cynomys leucurus (White-tailed prairie dog)",0.93268
"NC_032374.1 Tamias cinereicollis (Gray-collared chipmunk)","NC_025277.1 Tamias sibiricus (Siberian chipmunk)",0.944859
"KY070177.1 Tamias ruficaudus simulans","KY070171.1 Tamias amoenus canicaudus",0.995639
"KY070177.1 Tamias ruficaudus simulans","KY070168.1 Tamias ruficaudus ruficaudus",0.989932
"KY070177.1 Tamias ruficaudus simulans","KY070157.1 Tamias amoenus luteiventris",0.979381
"KY070177.1 Tamias ruficaudus simulans","NC_031210.1 Callospermophilus lateralis (Golden-mantled ground squirrel)",0.932336
"KY070177.1 Tamias ruficaudus simulans","NC_031209.1 Urocitellus richardsonii (Richardson's ground squirrel)",0.937461
"KY070177.1 Tamias ruficaudus simulans","NC_027278.1 Ictidomys tridecemlineatus (Thirteen-lined ground squirrel)",0.936041
"KY070177.1 Tamias ruficaudus simulans","NC_026706.1 Cynomys ludovicianus (Black-tailed prairie dog)",0.933395
"KY070177.1 Tamias ruficaudus simulans","NC_026705.1 Cynomys leucurus (White-tailed prairie dog)",0.932991
"KY070177.1 Tamias ruficaudus simulans","NC_025277.1 Tamias sibiricus (Siberian chipmunk)",0.94315
"KY070171.1 Tamias amoenus canicaudus","KY070168.1 Tamias ruficaudus ruficaudus",0.990654
"KY070171.1 Tamias amoenus canicaudus","KY070157.1 Tamias amoenus luteiventris",0.978913
"KY070171.1 Tamias amoenus canicaudus","NC_031210.1 Callospermophilus lateralis (Golden-mantled ground squirrel)",0.9314
"KY070171.1 Tamias amoenus canicaudus","NC_031209.1 Urocitellus richardsonii (Richardson's ground squirrel)",0.936293
"KY070171.1 Tamias amoenus canicaudus","NC_027278.1 Ictidomys tridecemlineatus (Thirteen-lined ground squirrel)",0.934735
"KY070171.1 Tamias amoenus canicaudus","NC_026706.1 Cynomys ludovicianus (Black-tailed prairie dog)",0.935202
"KY070171.1 Tamias amoenus canicaudus","NC_026705.1 Cynomys leucurus (White-tailed prairie dog)",0.933178
"KY070171.1 Tamias amoenus canicaudus","NC_025277.1 Tamias sibiricus (Siberian chipmunk)",0.943302
"KY070168.1 Tamias ruficaudus ruficaudus","KY070157.1 Tamias amoenus luteiventris",0.979069
"KY070168.1 Tamias ruficaudus ruficaudus","NC_031210.1 Callospermophilus lateralis (Golden-mantled ground squirrel)",0.930932
"KY070168.1 Tamias ruficaudus ruficaudus","NC_031209.1 Urocitellus richardsonii (Richardson's ground squirrel)",0.937151
"KY070168.1 Tamias ruficaudus ruficaudus","NC_027278.1 Ictidomys tridecemlineatus (Thirteen-lined ground squirrel)",0.937286
"KY070168.1 Tamias ruficaudus ruficaudus","NC_026706.1 Cynomys ludovicianus (Black-tailed prairie dog)",0.933612
"KY070168.1 Tamias ruficaudus ruficaudus","NC_026705.1 Cynomys leucurus (White-tailed prairie dog)",0.934391
"KY070168.1 Tamias ruficaudus ruficaudus","NC_025277.1 Tamias sibiricus (Siberian chipmunk)",0.944703
"KY070157.1 Tamias amoenus luteiventris","NC_031210.1 Callospermophilus lateralis (Golden-mantled ground squirrel)",0.92846
"KY070157.1 Tamias amoenus luteiventris","NC_031209.1 Urocitellus richardsonii (Richardson's ground squirrel)",0.930803
"KY070157.1 Tamias amoenus luteiventris","NC_027278.1 Ictidomys tridecemlineatus (Thirteen-lined ground squirrel)",0.933771
"KY070157.1 Tamias amoenus luteiventris","NC_026706.1 Cynomys ludovicianus (Black-tailed prairie dog)",0.930334
"KY070157.1 Tamias amoenus luteiventris","NC_026705.1 Cynomys leucurus (White-tailed prairie dog)",0.930803
"KY070157.1 Tamias amoenus luteiventris","NC_025277.1 Tamias sibiricus (Siberian chipmunk)",0.941425
"NC_031210.1 Callospermophilus lateralis (Golden-mantled ground squirrel)","NC_031209.1 Urocitellus richardsonii (Richardson's ground squirrel)",0.951356
"NC_031210.1 Callospermophilus lateralis (Golden-mantled ground squirrel)","NC_027278.1 Ictidomys tridecemlineatus (Thirteen-lined ground squirrel)",0.952448
"NC_031210.1 Callospermophilus lateralis (Golden-mantled ground squirrel)","NC_026706.1 Cynomys ludovicianus (Black-tailed prairie dog)",0.9459
"NC_031210.1 Callospermophilus lateralis (Golden-mantled ground squirrel)","NC_026705.1 Cynomys leucurus (White-tailed prairie dog)",0.948706
"NC_031210.1 Callospermophilus lateralis (Golden-mantled ground squirrel)","NC_025277.1 Tamias sibiricus (Siberian chipmunk)",0.927191
"NC_031209.1 Urocitellus richardsonii (Richardson's ground squirrel)","NC_027278.1 Ictidomys tridecemlineatus (Thirteen-lined ground squirrel)",0.966075
"NC_031209.1 Urocitellus richardsonii (Richardson's ground squirrel)","NC_026706.1 Cynomys ludovicianus (Black-tailed prairie dog)",0.965705
"NC_031209.1 Urocitellus richardsonii (Richardson's ground squirrel)","NC_026705.1 Cynomys leucurus (White-tailed prairie dog)",0.965019
"NC_031209.1 Urocitellus richardsonii (Richardson's ground squirrel)","NC_025277.1 Tamias sibiricus (Siberian chipmunk)",0.935384
"NC_027278.1 Ictidomys tridecemlineatus (Thirteen-lined ground squirrel)","NC_026706.1 Cynomys ludovicianus (Black-tailed prairie dog)",0.965297
"NC_027278.1 Ictidomys tridecemlineatus (Thirteen-lined ground squirrel)","NC_026705.1 Cynomys leucurus (White-tailed prairie dog)",0.965764
"NC_027278.1 Ictidomys tridecemlineatus (Thirteen-lined ground squirrel)","NC_025277.1 Tamias sibiricus (Siberian chipmunk)",0.932306
"NC_026706.1 Cynomys ludovicianus (Black-tailed prairie dog)","NC_026705.1 Cynomys leucurus (White-tailed prairie dog)",0.986007
"NC_026706.1 Cynomys ludovicianus (Black-tailed prairie dog)","NC_025277.1 Tamias sibiricus (Siberian chipmunk)",0.930879
"NC_026705.1 Cynomys leucurus (White-tailed prairie dog)","NC_025277.1 Tamias sibiricus (Siberian chipmunk)",0.931126
