V1,V2,p
"NC_053750.1 Phocoena spinipinnis (Burmeister's porpoise)","NC_007629.1 Lipotes vexillifer (Yangtze River dolphin)",0.926219
"NC_053750.1 Phocoena spinipinnis (Burmeister's porpoise)","NC_006931.1 Eubalaena japonica (North Pacific right whale)",0.935012
"NC_053750.1 Phocoena spinipinnis (Burmeister's porpoise)","NC_006930.1 Eubalaena australis (Southern right whale)",0.932432
"NC_053750.1 Phocoena spinipinnis (Burmeister's porpoise)","NC_006926.1 Balaenoptera bonaerensis (Antarctic minke whale)",0.934141
"NC_053750.1 Phocoena spinipinnis (Burmeister's porpoise)","AP006475.1 Caperea marginata (Pygmy right whale)",0.933613
"NC_053750.1 Phocoena spinipinnis (Burmeister's porpoise)","NC_005275.1 Platanista minor (Indus River dolphin)",0.927414
"NC_053750.1 Phocoena spinipinnis (Burmeister's porpoise)","NC_005274.1 Berardius bairdii (Baird's beaked whale)",0.930218
"NC_053750.1 Phocoena spinipinnis (Burmeister's porpoise)","NC_005277.1 Pontoporia blainvillei (Franciscana)",0.927103
"NC_053750.1 Phocoena spinipinnis (Burmeister's porpoise)","NC_005272.1 Kogia breviceps (Pygmy sperm whale)",0.92189
"MW316288.1 Delphinapterus leucas (Beluga whale)","MT948111.1 Phocoena phocoena (Harbor porpoise)",0.943981
"MW316288.1 Delphinapterus leucas (Beluga whale)","MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)",0.947344
"MW316288.1 Delphinapterus leucas (Beluga whale)","NC_050265.1 Lagenorhynchus acutus (Atlantic white-sided dolphin)",0.951273
"MW316288.1 Delphinapterus leucas (Beluga whale)","MT410957.1 Hyperoodon ampullatus (Northern bottlenose whale)",0.93174
"MW316288.1 Delphinapterus leucas (Beluga whale)","MT410956.1 Stenella coeruleoalba (Striped dolphin)",0.948992
"MW316288.1 Delphinapterus leucas (Beluga whale)","MT410935.1 Balaenoptera acutorostrata (Minke whale)",0.934452
"MW316288.1 Delphinapterus leucas (Beluga whale)","MT410921.1 Balaenoptera physalus (Fin whale)",0.935228
"MW316288.1 Delphinapterus leucas (Beluga whale)","MT410915.1 Delphinus delphis (Saddleback dolphin)",0.948302
"MW316288.1 Delphinapterus leucas (Beluga whale)","MT410901.1 Lagenorhynchus albirostris (White-beaked dolphin)",0.945534
"MW316288.1 Delphinapterus leucas (Beluga whale)","MT410874.1 Physeter catodon (Sperm whale)",0.922068
"MW316288.1 Delphinapterus leucas (Beluga whale)","MT251289.1 Monodon monoceros (Narwhal)",0.976235
"MW316288.1 Delphinapterus leucas (Beluga whale)","CM022296.1 Tursiops truncatus (Common bottlenose dolphin)",0.949767
"MW316288.1 Delphinapterus leucas (Beluga whale)","CM018075.1 Balaenoptera musculus (Blue whale)",0.935099
"MW316288.1 Delphinapterus leucas (Beluga whale)","NC_045404.1 Sousa teuszii (Atlantic humpbacked dolphin)",0.947597
"MW316288.1 Delphinapterus leucas (Beluga whale)","MN124685.1 Balaena mysticetus (Bowhead whale)",0.936101
"MW316288.1 Delphinapterus leucas (Beluga whale)","CM017011.1 Globicephala melas (Long-finned pilot whale)",0.843827
"MW316288.1 Delphinapterus leucas (Beluga whale)","NC_042761.1 Steno bredanensis (Rough-toothed dolphin)",0.948121
"MW316288.1 Delphinapterus leucas (Beluga whale)","NC_042218.1 Mesoplodon bidens (Sowerby's beaked whale)",0.933459
"MW316288.1 Delphinapterus leucas (Beluga whale)","NC_042217.1 Mesoplodon mirus (True's beaked whale)",0.931528
"MW316288.1 Delphinapterus leucas (Beluga whale)","MK790782.1 Globicephala macrorhynchus (Short-finned pilot whale)",0.947238
"MW316288.1 Delphinapterus leucas (Beluga whale)","MH992390.1 Lagenorhynchus obliquidens (Pacific white-sided dolphin)",0.948228
"MW316288.1 Delphinapterus leucas (Beluga whale)","NC_041303.1 Kogia sima (Dwarf sperm whale)",0.927093
"MW316288.1 Delphinapterus leucas (Beluga whale)","MH062792.1 Orcinus orca (Killer whale)",0.946142
"MW316288.1 Delphinapterus leucas (Beluga whale)","NC_037848.1 Lagenodelphis hosei (Fraser's dolphin)",0.947287
"MW316288.1 Delphinapterus leucas (Beluga whale)","NC_037444.1 Eubalaena glacialis (North Atlantic right whale)",0.935168
"MW316288.1 Delphinapterus leucas (Beluga whale)","MF409249.1 Balaenoptera borealis (Sei whale)",0.934641
"MW316288.1 Delphinapterus leucas (Beluga whale)","MF409246.1 Megaptera novaeangliae (Humpback whale)",0.934015
"MW316288.1 Delphinapterus leucas (Beluga whale)","MF409245.1 Eschrichtius robustus (Grey whale)",0.933333
"MW316288.1 Delphinapterus leucas (Beluga whale)","MG762975.1 Tursiops aduncus (Indo-pacific bottlenose dolphin)",0.955473
"MW316288.1 Delphinapterus leucas (Beluga whale)","NC_036997.1 Mesoplodon stejnegeri (Stejneger's beaked whale)",0.929637
"MW316288.1 Delphinapterus leucas (Beluga whale)","KX650872.1 Neophocaena phocaenoides sunameri",0.947655
"MW316288.1 Delphinapterus leucas (Beluga whale)","NC_034348.1 Indopacetus pacificus (Longman's beaked whale)",0.934396
"MW316288.1 Delphinapterus leucas (Beluga whale)","KU886000.1 Neophocaena asiaeorientalis asiaeorientalis (Yangtze finless porpoise)",0.946723
"MW316288.1 Delphinapterus leucas (Beluga whale)","NC_032301.1 Stenella longirostris (Spinner dolphin)",0.952558
"MW316288.1 Delphinapterus leucas (Beluga whale)","KX857350.1 Stenella attenuata (Bridled dolphin)",0.94958
"MW316288.1 Delphinapterus leucas (Beluga whale)","LN997430.1 Ziphius cavirostris (Cuvier's beaked whale)",0.936197
"MW316288.1 Delphinapterus leucas (Beluga whale)","NC_027593.1 Mesoplodon ginkgodens (Ginkgo-toothed beaked whale)",0.937051
"MW316288.1 Delphinapterus leucas (Beluga whale)","KM893428.1 Inia geoffrensis (Boutu)",0.916589
"MW316288.1 Delphinapterus leucas (Beluga whale)","KM893427.1 Orcaella brevirostris (Irrawaddy dolphin)",0.860031
"MW316288.1 Delphinapterus leucas (Beluga whale)","KM893425.1 Stenella frontalis (Atlantic spotted dolphin)",0.847696
"MW316288.1 Delphinapterus leucas (Beluga whale)","KM893424.1 Sotalia guianensis (Guyana river dolphin)",0.855247
"MW316288.1 Delphinapterus leucas (Beluga whale)","KM893423.1 Sotalia fluviatilis (Gray dolphin)",0.915267
"MW316288.1 Delphinapterus leucas (Beluga whale)","NC_026456.1 Neophocaena asiaeorientalis (Narrow-ridged finless porpoise)",0.947344
"MW316288.1 Delphinapterus leucas (Beluga whale)","NC_023830.1 Mesoplodon grayi (Gray's beaked whale)",0.932209
"MW316288.1 Delphinapterus leucas (Beluga whale)","NC_022805.1 Tursiops australis (Burrunan dolphin)",0.947442
"MW316288.1 Delphinapterus leucas (Beluga whale)","NC_021974.2 Mesoplodon densirostris (Blainville's beaked whale)",0.930103
"MW316288.1 Delphinapterus leucas (Beluga whale)","NC_021434.2 Mesoplodon europaeus (Gervais' beaked whale)",0.933771
"MW316288.1 Delphinapterus leucas (Beluga whale)","NC_020696.1 Cephalorhynchus heavisidii (Heaviside's dolphin)",0.947761
"MW316288.1 Delphinapterus leucas (Beluga whale)","NC_019591.1 Orcaella heinsohni (Australian snubfin dolphin)",0.944907
"MW316288.1 Delphinapterus leucas (Beluga whale)","NC_019589.1 Peponocephala electra (Melon-headed whale)",0.948302
"MW316288.1 Delphinapterus leucas (Beluga whale)","NC_019588.1 Feresa attenuata (Pygmy killer whale)",0.948442
"MW316288.1 Delphinapterus leucas (Beluga whale)","NC_019577.1 Pseudorca crassidens (False killer whale)",0.941558
"MW316288.1 Delphinapterus leucas (Beluga whale)","NC_012061.1 Delphinus capensis (Long-beaked common dolphin)",0.948765
"MW316288.1 Delphinapterus leucas (Beluga whale)","NC_012057.1 Sousa chinensis (Indo-pacific humpbacked dolphin)",0.949627
"MW316288.1 Delphinapterus leucas (Beluga whale)","NC_007937.1 Balaenoptera omurai (Omura's baleen whale)",0.936508
"MW316288.1 Delphinapterus leucas (Beluga whale)","NC_007938.1 Balaenoptera edeni (Pygmy Bryde's whale)",0.936975
"MW316288.1 Delphinapterus leucas (Beluga whale)","AB201259.1 Balaenoptera brydei (Bryde's whale)",0.935263
"MW316288.1 Delphinapterus leucas (Beluga whale)","NC_007629.1 Lipotes vexillifer (Yangtze River dolphin)",0.933643
"MW316288.1 Delphinapterus leucas (Beluga whale)","NC_006931.1 Eubalaena japonica (North Pacific right whale)",0.935945
"MW316288.1 Delphinapterus leucas (Beluga whale)","NC_006930.1 Eubalaena australis (Southern right whale)",0.935073
"MW316288.1 Delphinapterus leucas (Beluga whale)","NC_006926.1 Balaenoptera bonaerensis (Antarctic minke whale)",0.935754
"MW316288.1 Delphinapterus leucas (Beluga whale)","AP006475.1 Caperea marginata (Pygmy right whale)",0.931903
"MW316288.1 Delphinapterus leucas (Beluga whale)","NC_005275.1 Platanista minor (Indus River dolphin)",0.931153
"MW316288.1 Delphinapterus leucas (Beluga whale)","NC_005274.1 Berardius bairdii (Baird's beaked whale)",0.928972
"MW316288.1 Delphinapterus leucas (Beluga whale)","NC_005277.1 Pontoporia blainvillei (Franciscana)",0.933022
"MW316288.1 Delphinapterus leucas (Beluga whale)","NC_005272.1 Kogia breviceps (Pygmy sperm whale)",0.928126
"MT948111.1 Phocoena phocoena (Harbor porpoise)","MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)",0.968158
"MT948111.1 Phocoena phocoena (Harbor porpoise)","NC_050265.1 Lagenorhynchus acutus (Atlantic white-sided dolphin)",0.942427
"MT948111.1 Phocoena phocoena (Harbor porpoise)","MT410957.1 Hyperoodon ampullatus (Northern bottlenose whale)",0.932677
"MT948111.1 Phocoena phocoena (Harbor porpoise)","MT410956.1 Stenella coeruleoalba (Striped dolphin)",0.942326
"MT948111.1 Phocoena phocoena (Harbor porpoise)","MT410935.1 Balaenoptera acutorostrata (Minke whale)",0.933364
"MT948111.1 Phocoena phocoena (Harbor porpoise)","MT410921.1 Balaenoptera physalus (Fin whale)",0.929637
"MT948111.1 Phocoena phocoena (Harbor porpoise)","MT410915.1 Delphinus delphis (Saddleback dolphin)",0.941512
"MT948111.1 Phocoena phocoena (Harbor porpoise)","MT410901.1 Lagenorhynchus albirostris (White-beaked dolphin)",0.943978
"MT948111.1 Phocoena phocoena (Harbor porpoise)","MT410874.1 Physeter catodon (Sperm whale)",0.921759
"MT948111.1 Phocoena phocoena (Harbor porpoise)","MT251289.1 Monodon monoceros (Narwhal)",0.947189
"MT948111.1 Phocoena phocoena (Harbor porpoise)","CM022296.1 Tursiops truncatus (Common bottlenose dolphin)",0.942791
"MT948111.1 Phocoena phocoena (Harbor porpoise)","CM018075.1 Balaenoptera musculus (Blue whale)",0.931846
"MT948111.1 Phocoena phocoena (Harbor porpoise)","NC_045404.1 Sousa teuszii (Atlantic humpbacked dolphin)",0.94031
"MT948111.1 Phocoena phocoena (Harbor porpoise)","MN124685.1 Balaena mysticetus (Bowhead whale)",0.934857
"MT948111.1 Phocoena phocoena (Harbor porpoise)","CM017011.1 Globicephala melas (Long-finned pilot whale)",0.844599
"MT948111.1 Phocoena phocoena (Harbor porpoise)","NC_042761.1 Steno bredanensis (Rough-toothed dolphin)",0.938646
"MT948111.1 Phocoena phocoena (Harbor porpoise)","NC_042218.1 Mesoplodon bidens (Sowerby's beaked whale)",0.927966
"MT948111.1 Phocoena phocoena (Harbor porpoise)","NC_042217.1 Mesoplodon mirus (True's beaked whale)",0.92826
"MT948111.1 Phocoena phocoena (Harbor porpoise)","MK790782.1 Globicephala macrorhynchus (Short-finned pilot whale)",0.942272
"MT948111.1 Phocoena phocoena (Harbor porpoise)","MH992390.1 Lagenorhynchus obliquidens (Pacific white-sided dolphin)",0.944652
"MT948111.1 Phocoena phocoena (Harbor porpoise)","NC_041303.1 Kogia sima (Dwarf sperm whale)",0.924467
"MT948111.1 Phocoena phocoena (Harbor porpoise)","MH062792.1 Orcinus orca (Killer whale)",0.938889
"MT948111.1 Phocoena phocoena (Harbor porpoise)","NC_037848.1 Lagenodelphis hosei (Fraser's dolphin)",0.940775
"MT948111.1 Phocoena phocoena (Harbor porpoise)","NC_037444.1 Eubalaena glacialis (North Atlantic right whale)",0.934391
"MT948111.1 Phocoena phocoena (Harbor porpoise)","MF409249.1 Balaenoptera borealis (Sei whale)",0.933707
"MT948111.1 Phocoena phocoena (Harbor porpoise)","MF409246.1 Megaptera novaeangliae (Humpback whale)",0.932776
"MT948111.1 Phocoena phocoena (Harbor porpoise)","MF409245.1 Eschrichtius robustus (Grey whale)",0.932248
"MT948111.1 Phocoena phocoena (Harbor porpoise)","MG762975.1 Tursiops aduncus (Indo-pacific bottlenose dolphin)",0.95
"MT948111.1 Phocoena phocoena (Harbor porpoise)","NC_036997.1 Mesoplodon stejnegeri (Stejneger's beaked whale)",0.926996
"MT948111.1 Phocoena phocoena (Harbor porpoise)","KX650872.1 Neophocaena phocaenoides sunameri",0.968468
"MT948111.1 Phocoena phocoena (Harbor porpoise)","NC_034348.1 Indopacetus pacificus (Longman's beaked whale)",0.933927
"MT948111.1 Phocoena phocoena (Harbor porpoise)","KU886000.1 Neophocaena asiaeorientalis asiaeorientalis (Yangtze finless porpoise)",0.968779
"MT948111.1 Phocoena phocoena (Harbor porpoise)","NC_032301.1 Stenella longirostris (Spinner dolphin)",0.943566
"MT948111.1 Phocoena phocoena (Harbor porpoise)","KX857350.1 Stenella attenuata (Bridled dolphin)",0.94071
"MT948111.1 Phocoena phocoena (Harbor porpoise)","LN997430.1 Ziphius cavirostris (Cuvier's beaked whale)",0.932306
"MT948111.1 Phocoena phocoena (Harbor porpoise)","NC_027593.1 Mesoplodon ginkgodens (Ginkgo-toothed beaked whale)",0.93299
"MT948111.1 Phocoena phocoena (Harbor porpoise)","KM893428.1 Inia geoffrensis (Boutu)",0.910687
"MT948111.1 Phocoena phocoena (Harbor porpoise)","KM893427.1 Orcaella brevirostris (Irrawaddy dolphin)",0.858333
"MT948111.1 Phocoena phocoena (Harbor porpoise)","KM893425.1 Stenella frontalis (Atlantic spotted dolphin)",0.84959
"MT948111.1 Phocoena phocoena (Harbor porpoise)","KM893424.1 Sotalia guianensis (Guyana river dolphin)",0.851543
"MT948111.1 Phocoena phocoena (Harbor porpoise)","KM893423.1 Sotalia fluviatilis (Gray dolphin)",0.9162
"MT948111.1 Phocoena phocoena (Harbor porpoise)","NC_026456.1 Neophocaena asiaeorientalis (Narrow-ridged finless porpoise)",0.968468
"MT948111.1 Phocoena phocoena (Harbor porpoise)","NC_023830.1 Mesoplodon grayi (Gray's beaked whale)",0.932833
"MT948111.1 Phocoena phocoena (Harbor porpoise)","NC_022805.1 Tursiops australis (Burrunan dolphin)",0.942636
"MT948111.1 Phocoena phocoena (Harbor porpoise)","NC_021974.2 Mesoplodon densirostris (Blainville's beaked whale)",0.926841
"MT948111.1 Phocoena phocoena (Harbor porpoise)","NC_021434.2 Mesoplodon europaeus (Gervais' beaked whale)",0.929241
"MT948111.1 Phocoena phocoena (Harbor porpoise)","NC_020696.1 Cephalorhynchus heavisidii (Heaviside's dolphin)",0.941231
"MT948111.1 Phocoena phocoena (Harbor porpoise)","NC_019591.1 Orcaella heinsohni (Australian snubfin dolphin)",0.935185
"MT948111.1 Phocoena phocoena (Harbor porpoise)","NC_019589.1 Peponocephala electra (Melon-headed whale)",0.943827
"MT948111.1 Phocoena phocoena (Harbor porpoise)","NC_019588.1 Feresa attenuata (Pygmy killer whale)",0.943146
"MT948111.1 Phocoena phocoena (Harbor porpoise)","NC_019577.1 Pseudorca crassidens (False killer whale)",0.939549
"MT948111.1 Phocoena phocoena (Harbor porpoise)","NC_012061.1 Delphinus capensis (Long-beaked common dolphin)",0.941049
"MT948111.1 Phocoena phocoena (Harbor porpoise)","NC_012057.1 Sousa chinensis (Indo-pacific humpbacked dolphin)",0.94092
"MT948111.1 Phocoena phocoena (Harbor porpoise)","NC_007937.1 Balaenoptera omurai (Omura's baleen whale)",0.933551
"MT948111.1 Phocoena phocoena (Harbor porpoise)","NC_007938.1 Balaenoptera edeni (Pygmy Bryde's whale)",0.933707
"MT948111.1 Phocoena phocoena (Harbor porpoise)","AB201259.1 Balaenoptera brydei (Bryde's whale)",0.932151
"MT948111.1 Phocoena phocoena (Harbor porpoise)","NC_007629.1 Lipotes vexillifer (Yangtze River dolphin)",0.925736
"MT948111.1 Phocoena phocoena (Harbor porpoise)","NC_006931.1 Eubalaena japonica (North Pacific right whale)",0.936567
"MT948111.1 Phocoena phocoena (Harbor porpoise)","NC_006930.1 Eubalaena australis (Southern right whale)",0.934296
"MT948111.1 Phocoena phocoena (Harbor porpoise)","NC_006926.1 Balaenoptera bonaerensis (Antarctic minke whale)",0.931564
"MT948111.1 Phocoena phocoena (Harbor porpoise)","AP006475.1 Caperea marginata (Pygmy right whale)",0.930193
"MT948111.1 Phocoena phocoena (Harbor porpoise)","NC_005275.1 Platanista minor (Indus River dolphin)",0.926012
"MT948111.1 Phocoena phocoena (Harbor porpoise)","NC_005274.1 Berardius bairdii (Baird's beaked whale)",0.932866
"MT948111.1 Phocoena phocoena (Harbor porpoise)","NC_005277.1 Pontoporia blainvillei (Franciscana)",0.925857
"MT948111.1 Phocoena phocoena (Harbor porpoise)","NC_005272.1 Kogia breviceps (Pygmy sperm whale)",0.919395
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","NC_050265.1 Lagenorhynchus acutus (Atlantic white-sided dolphin)",0.943461
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","MT410957.1 Hyperoodon ampullatus (Northern bottlenose whale)",0.93049
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","MT410956.1 Stenella coeruleoalba (Striped dolphin)",0.942839
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","MT410935.1 Balaenoptera acutorostrata (Minke whale)",0.932432
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","MT410921.1 Balaenoptera physalus (Fin whale)",0.930879
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","MT410915.1 Delphinus delphis (Saddleback dolphin)",0.944237
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","MT410901.1 Lagenorhynchus albirostris (White-beaked dolphin)",0.946156
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","MT410874.1 Physeter catodon (Sperm whale)",0.920628
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","MT251289.1 Monodon monoceros (Narwhal)",0.949363
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","CM022296.1 Tursiops truncatus (Common bottlenose dolphin)",0.942684
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","CM018075.1 Balaenoptera musculus (Blue whale)",0.933986
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","NC_045404.1 Sousa teuszii (Atlantic humpbacked dolphin)",0.94315
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","MN124685.1 Balaena mysticetus (Bowhead whale)",0.935634
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","CM017011.1 Globicephala melas (Long-finned pilot whale)",0.847779
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","NC_042761.1 Steno bredanensis (Rough-toothed dolphin)",0.943927
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","NC_042218.1 Mesoplodon bidens (Sowerby's beaked whale)",0.930006
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","NC_042217.1 Mesoplodon mirus (True's beaked whale)",0.931528
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","MK790782.1 Globicephala macrorhynchus (Short-finned pilot whale)",0.942684
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","MH992390.1 Lagenorhynchus obliquidens (Pacific white-sided dolphin)",0.947606
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","NC_041303.1 Kogia sima (Dwarf sperm whale)",0.928083
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","MH062792.1 Orcinus orca (Killer whale)",0.943305
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","NC_037848.1 Lagenodelphis hosei (Fraser's dolphin)",0.942373
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","NC_037444.1 Eubalaena glacialis (North Atlantic right whale)",0.934701
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","MF409249.1 Balaenoptera borealis (Sei whale)",0.931684
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","MF409246.1 Megaptera novaeangliae (Humpback whale)",0.933209
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","MF409245.1 Eschrichtius robustus (Grey whale)",0.936005
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","MG762975.1 Tursiops aduncus (Indo-pacific bottlenose dolphin)",0.950746
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","NC_036997.1 Mesoplodon stejnegeri (Stejneger's beaked whale)",0.928083
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","KX650872.1 Neophocaena phocaenoides sunameri",0.999689
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","NC_034348.1 Indopacetus pacificus (Longman's beaked whale)",0.932052
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","KU886000.1 Neophocaena asiaeorientalis asiaeorientalis (Yangtze finless porpoise)",0.998136
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","NC_032301.1 Stenella longirostris (Spinner dolphin)",0.944237
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","KX857350.1 Stenella attenuata (Bridled dolphin)",0.941643
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","LN997430.1 Ziphius cavirostris (Cuvier's beaked whale)",0.932929
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","NC_027593.1 Mesoplodon ginkgodens (Ginkgo-toothed beaked whale)",0.934239
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","KM893428.1 Inia geoffrensis (Boutu)",0.915346
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","KM893427.1 Orcaella brevirostris (Irrawaddy dolphin)",0.860516
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","KM893425.1 Stenella frontalis (Atlantic spotted dolphin)",0.845486
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","KM893424.1 Sotalia guianensis (Guyana river dolphin)",0.852749
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","KM893423.1 Sotalia fluviatilis (Gray dolphin)",0.917133
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","NC_026456.1 Neophocaena asiaeorientalis (Narrow-ridged finless porpoise)",0.996893
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","NC_023830.1 Mesoplodon grayi (Gray's beaked whale)",0.933771
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","NC_022805.1 Tursiops australis (Burrunan dolphin)",0.942529
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","NC_021974.2 Mesoplodon densirostris (Blainville's beaked whale)",0.924666
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","NC_021434.2 Mesoplodon europaeus (Gervais' beaked whale)",0.930803
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","NC_020696.1 Cephalorhynchus heavisidii (Heaviside's dolphin)",0.945118
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","NC_019591.1 Orcaella heinsohni (Australian snubfin dolphin)",0.94082
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","NC_019589.1 Peponocephala electra (Melon-headed whale)",0.945169
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","NC_019588.1 Feresa attenuata (Pygmy killer whale)",0.944548
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","NC_019577.1 Pseudorca crassidens (False killer whale)",0.940665
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","NC_012061.1 Delphinus capensis (Long-beaked common dolphin)",0.944082
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","NC_012057.1 Sousa chinensis (Indo-pacific humpbacked dolphin)",0.941853
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","NC_007937.1 Balaenoptera omurai (Omura's baleen whale)",0.933084
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","NC_007938.1 Balaenoptera edeni (Pygmy Bryde's whale)",0.932306
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","AB201259.1 Balaenoptera brydei (Bryde's whale)",0.931373
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","NC_007629.1 Lipotes vexillifer (Yangtze River dolphin)",0.927617
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","NC_006931.1 Eubalaena japonica (North Pacific right whale)",0.937034
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","NC_006930.1 Eubalaena australis (Southern right whale)",0.934607
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","NC_006926.1 Balaenoptera bonaerensis (Antarctic minke whale)",0.934141
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","AP006475.1 Caperea marginata (Pygmy right whale)",0.931903
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","NC_005275.1 Platanista minor (Indus River dolphin)",0.929595
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","NC_005274.1 Berardius bairdii (Baird's beaked whale)",0.929595
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","NC_005277.1 Pontoporia blainvillei (Franciscana)",0.930997
"MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)","NC_005272.1 Kogia breviceps (Pygmy sperm whale)",0.926723
"NC_050265.1 Lagenorhynchus acutus (Atlantic white-sided dolphin)","MT410957.1 Hyperoodon ampullatus (Northern bottlenose whale)",0.934239
"NC_050265.1 Lagenorhynchus acutus (Atlantic white-sided dolphin)","MT410956.1 Stenella coeruleoalba (Striped dolphin)",0.971912
"NC_050265.1 Lagenorhynchus acutus (Atlantic white-sided dolphin)","MT410935.1 Balaenoptera acutorostrata (Minke whale)",0.931966
"NC_050265.1 Lagenorhynchus acutus (Atlantic white-sided dolphin)","MT410921.1 Balaenoptera physalus (Fin whale)",0.938646
"NC_050265.1 Lagenorhynchus acutus (Atlantic white-sided dolphin)","MT410915.1 Delphinus delphis (Saddleback dolphin)",0.972377
"NC_050265.1 Lagenorhynchus acutus (Atlantic white-sided dolphin)","MT410901.1 Lagenorhynchus albirostris (White-beaked dolphin)",0.970899
"NC_050265.1 Lagenorhynchus acutus (Atlantic white-sided dolphin)","MT410874.1 Physeter catodon (Sperm whale)",0.923184
"NC_050265.1 Lagenorhynchus acutus (Atlantic white-sided dolphin)","MT251289.1 Monodon monoceros (Narwhal)",0.952936
"NC_050265.1 Lagenorhynchus acutus (Atlantic white-sided dolphin)","CM022296.1 Tursiops truncatus (Common bottlenose dolphin)",0.973774
"NC_050265.1 Lagenorhynchus acutus (Atlantic white-sided dolphin)","CM018075.1 Balaenoptera musculus (Blue whale)",0.937461
